id,author,rating,title,content,version,date,country,platform,vote_count
eed0ba9c-04d5-4884-9bf5-ed74020977ba,Chanase Charoenwongse,1,,"Can't even sign in, getting worse every update.",26.2.0.6624,2026-07-28T12:30:00,us,Google Play,0
1fc97fd6-332f-4fe7-aebb-d69312e2a788,James Kemp,4,,So far so good.,26.2.0.6624,2026-07-28T11:44:56,us,Google Play,0
dc36eff5-09f4-4414-9c2f-8993667b4faf,Peter Rundlett,1,,It worked fine the first couple of times but now the app won't open whenever I try to use it.,26.2.0.6624,2026-07-28T07:35:23,us,Google Play,1
572c882e-0a08-4ae2-a11c-93556cd7ac4a,Stefano De Toni,5,,Great from tablet and phone. poor experience from pc,26.2.0.6624,2026-07-28T06:28:20,us,Google Play,0
ae6ecb19-54e2-41fd-a5cc-147aa1c1427b,Dr fouzia Balouch,1,,"One of the worst printers I have used. Despite HP’s advanced technology and advertising, the system is complicated, unreliable and not user-friendly, often requiring repeated rebooting. Do not be misled by its sophistication—the poor operating system makes everyday use unnecessarily difficult.",26.2.0.6624,2026-07-28T05:52:56,us,Google Play,1
fcc3a745-80fd-4710-968a-431ee652f2ec,Resi Surya Agustian,1,,"google drive shows HP printer (online) and local printer detected. I can print trough the Internet and Local WiFi. But, why it shows Offline on HP app? that's weird",26.2.0.6624,2026-07-28T03:59:15,us,Google Play,1
11c33e80-063f-4776-8ed2-6c0172136b3e,Taylor Smith,1,,I asked gemini for help finding the right wording for a scathing review. It suggested I'd be better off buying a Brother or Epson printer. I have screenshots of the chat for those who'd like them.,26.2.0.6624,2026-07-28T01:34:22,us,Google Play,0
0624096b-214c-40d7-93d2-6e959b3a99ff,ANGEL RAGE (RAGE .),1,,they are charging me for a printer I sent back not once but twice through fed ex 😡😡,26.2.0.6624,2026-07-27T23:24:46,us,Google Play,1
37598fa7-bf0a-485d-9171-15cc15d0d8b9,Maryellen Graham,1,,sucks cannot get anything to work just spins,26.2.0.6624,2026-07-27T21:43:33,us,Google Play,1
dcf9d016-8e4e-40e1-b934-238ec453f5d8,Randall Jacobs,1,,Doesn't work with my Lenovo Chromebook,26.2.0.6624,2026-07-27T21:40:23,us,Google Play,0
6b305ef3-03cd-433f-bc8c-f1d42d1baf0e,Maritza Toro,5,,love this app so easy to use,26.2.0.6624,2026-07-27T20:47:21,us,Google Play,0
2dfd73ff-4afc-4c91-8c06-df50cf951976,Rita Bisio,1,,printer print so big when the front is so small wish it would work better than what it is,26.2.0.6624,2026-07-27T20:12:47,us,Google Play,1
a4cf5b17-0e23-439a-95f7-7929fa156672,micky hill,5,,A lot simpler than using the computer.,26.2.0.6624,2026-07-27T19:40:00,us,Google Play,0
45662e53-d7f1-4e7e-8edf-a0a9e8b2dc3d,Bev Farrar,1,,"more than half the time it doesnt work, cant find the printer or wont let me change any settings esp paper size, fit to page using android mobile. if I do manage to change a setting it automatically changes it back before I get the chance to print it. i feel like throwing the printer in the bin it is that bad",,2026-07-27T18:00:17,us,Google Play,1
8618bff7-bbda-4dfd-9ed6-988bce4dfdd0,Noel Cobbi,1,,absolutely junk,26.2.0.6624,2026-07-27T15:52:46,us,Google Play,1
60812231-1201-4958-885d-a68d7433cf7b,J Patrick Evans,3,,the app is great when there aren't issues logging in or updates that continuously fail,26.2.0.6624,2026-07-27T13:46:48,us,Google Play,0
4b8c26e6-9dcf-4882-9945-c4ae598d7480,Cygnutt X1,1,,Terrible application. After 30 minutes of trying cannot help me connect to my new WIFi... and this is the official app guys.,,2026-07-27T12:12:41,us,Google Play,1
7b99dbab-9ef2-4735-acf4-1f670d05342e,Tumiso Tumi,3,,"Good, to use",26.2.0.6624,2026-07-27T11:50:27,us,Google Play,0
6aa4da25-3468-4d36-b154-6265483118dc,Pieter Van Vlierberghe,1,,(envy) printer doesn't connect and shouldn't need an app to begin with,26.2.0.6624,2026-07-27T09:14:06,us,Google Play,1
d5a98d60-95a6-4c58-a9b1-941a7fab374a,karl pickup,1,,App keeps telling me the printer isn't connected. have to brute force through to do anything,26.2.0.6624,2026-07-27T08:34:57,us,Google Play,1
707a48a7-ae5e-4506-bb92-3e6066732ce9,Ram Hanuman,5,,It is a Nice app to hp smart to take print out properly with wifi network and We can edit in this app any paper,26.2.0.6624,2026-07-27T04:55:51,us,Google Play,0
815ed8e9-68a0-418b-8c35-529021b2dba1,leisa persall,1,,in order for me to install replacement printer I had to install it on HP smart app on PC; only then did the HP app on phone recognize it. so please do not discontinue HP smart app until you get the quirks cleared up in HP app. oh I also never use my stupid phone to use the printer with. I much prefer to use computer with it I am home most of time and don't need remote printing capability,26.2.0.6624,2026-07-27T04:04:05,us,Google Play,1
c640bb10-fa6c-4ab7-ab6d-450ea78c8ec0,Danielle Rebuck,5,,awesome,,2026-07-27T03:25:34,us,Google Play,0
cde91c3a-f87f-4c38-8b92-62cfc44ae240,Mofor Ernest Nji,3,,grate tool,26.2.0.6624,2026-07-27T02:52:34,us,Google Play,0
b4f99360-610a-4e64-99fd-fcdc8c2602cd,Rebecca Palmer,1,,It never lets me print anything!!,,2026-07-26T19:16:33,us,Google Play,0
ff6a67a8-7fcf-4409-83fc-d32a09a294a5,Carrie Haddenham,1,,"This is so frustrating. My phone is telling me to install the HP app on my laptop. Which app, there is no install button anyway.",26.2.0.6624,2026-07-26T18:29:11,us,Google Play,0
098109e8-a1ee-4f73-9f07-204cbdef330e,D. Hoe,1,,"""Update"" ruined print services - NOT ABLE TO PRINT NOW | Helluva way to FORCE me to buy a DIFFERENT BRAND OF PRINTER | DFs",17.15.0.4720,2026-07-26T18:00:53,us,Google Play,0
615081c8-37fe-478a-87c0-bfdba7ed2124,melissa Apodaca,1,,"CANNOT connect printer to new network and none of the support is helping. It says I need to make sure the printer is on the same network... yes, but how do I do that? Virtual chat is worthless... rate this is going, going to have to buy a new printer...DIFFERENT BRAND! This should be an easy process to update, and it's been anything but...",26.2.0.6624,2026-07-26T17:12:17,us,Google Play,0
3d0583eb-e39c-4e20-8420-6ac793511f82,BR,1,,embarrassing app. pathetic.,26.2.0.6624,2026-07-26T17:11:24,us,Google Play,0
9535afc3-5f69-4a4b-9e97-a6c856e8004e,Sluvist Ibrocool,1,,"""This so just heavy, slow and accumulates unknown data for no reason, imagine just downloading this so and seeing it up only to find out that it almost cost to 1GB. 80% reliance on internet to work almost all the times, too slow to go with.",26.2.0.6624,2026-07-26T14:12:25,us,Google Play,5
cd14477e-79e6-40b0-a9fe-1e4b2c7566fc,John Collins,1,,the 6000 connectivity is absolute rubbish. To download Google puts so many obstacles in place.,26.2.0.6624,2026-07-26T11:52:20,us,Google Play,0
f7351d7f-2c86-4e24-bfc5-8555cfe09e06,Hitesh Chauhan,1,,never ever ever buy HP printer. even customer support can't help. it's such worst,26.2.0.6624,2026-07-26T11:20:07,us,Google Play,0
5bff18f7-c7eb-4f2f-bf5a-5860923ed750,melvin hampton sr,2,,my pay info is the same fix your app please,26.2.0.6624,2026-07-26T06:20:02,us,Google Play,0
e8866fd6-0b11-4a05-8d4e-4219a3d7c196,Anshuman,4,,Hp is goat,,2026-07-26T06:17:38,us,Google Play,0
3a9519f7-1ed5-4936-9d18-510ea61c4717,D C,1,,After reading most of tge reviews on this app it's nice to know Im not insane. I thought all the printer problems I was having was either my phone ir printer was too old for the app but now I know that's not the case. I too have noticed that after setting up the app to the printer it works fine until the app updates and then all hell breaks loose. HP please fix the bugs in this app so we can all print without wanting to beat up our printers.,26.2.0.6624,2026-07-26T03:55:59,us,Google Play,0
8bb5d6f9-cbe2-4b7c-8240-e2b7416b6946,Neil Taylor,1,,cannot get my printer connected to my account so I can print,,2026-07-25T21:25:39,us,Google Play,0
d1c749e1-eecc-4fe2-a40c-70370e777b6f,Cathy Chatman,5,,I love the features of my hp2800 eseries printer,26.2.0.6624,2026-07-25T21:16:52,us,Google Play,0
83bf979d-7228-497f-9fe5-055b3fc1e1fd,No Name,1,,can't scan,26.2.0.6624,2026-07-25T18:49:28,us,Google Play,0
671726a5-2836-4c76-bd97-16b1a1394277,JT Beard,3,,Fair. Difficult to follow.,26.2.0.6624,2026-07-25T17:24:28,us,Google Play,0
9c0ae0d3-3856-4f74-a88d-bbbe94f39775,Ghanshyam Chovatiya,1,,very very bed application,26.2.0.6624,2026-07-25T17:01:27,us,Google Play,0
34a9bf3b-f92c-4885-a9cf-26acd33a8845,GREG PORTER,2,,horrible,26.2.0.6624,2026-07-25T14:57:15,us,Google Play,0
7417e2d6-ff3f-4085-965a-1314ef84e8a6,Alice Melville,1,,terrible,26.2.0.6624,2026-07-25T12:37:56,us,Google Play,0
897ff1e6-2ddb-447b-a2e3-e1424e6f95e3,Ayub Makda,5,,Really good and easy to use printing app,20.2.0.6076,2026-07-25T11:28:01,us,Google Play,0
e9c12645-bcb4-4119-bd62-f69e80e5a789,Chad Andrey Basal,4,,theirs no custom size adjustment I'm unable to print Philippine size long bond paper,26.2.0.6624,2026-07-25T10:53:47,us,Google Play,0
b598657b-f3f0-41b9-81bf-72b864f29591,Ojamomi Kehinde,5,,good,26.2.0.6624,2026-07-25T09:10:50,us,Google Play,0
bc929ce7-aa17-480b-937d-7297aa0e592d,Ena “Ena” Griffin,5,,This is my go to service. Quick and easy to use! ❤️ 💙 💜,26.2.0.6624,2026-07-25T01:30:20,us,Google Play,0
cbcddd57-0103-4ca8-9095-c3a70145f49e,Colleen Barlow,1,,"I have had HP printers for so many years. Mostly loved them. The last three Office Jets are functional sometimes, so long as one doesn't try to print using their HP Smart App. I can scan and copy using the app, and it will always says my printer is ""read to print"" in the app, however it will not. it is online. I can drive the scan and copy from the app in my laptop (Win11) or my Android devices. Nothing has printed since I installed this app. it has been such a gonirmous waste of time.",26.2.0.6624,2026-07-24T23:33:47,us,Google Play,1
919fbda6-d296-4099-8d17-b0ef8d5743ed,Samille Posey,1,,"Unable to connect to a new network, and no way to talk to a person for assistance.",26.2.0.6624,2026-07-24T22:22:20,us,Google Play,0
000b6ba1-50df-4851-9b1b-bcaff7dc0d9f,G P,1,,"Don't buy HP printers, and here's why. As I'm writing this review, I've been on the phone with HP for at least 40 minutes. They just came back on the line and hung up. No call back! All in the same setup day I've had multiple issues: paper jam, user setup login credentials error, unable to find printer, multiple sites and apps just to get started. I just noticed the reviews and ratings after the fact.",26.2.0.6624,2026-07-24T22:00:44,us,Google Play,1
e48c7a9a-2348-41bc-a313-9be98a5992b1,Janice,1,,unable to print from my android phone in this auto update!! prior to update printing from my Android phone was easy. my printer was listed in the previous app by its network name. now it's listed by an original HP name that has never been used or referenced in setup or settings.,26.2.0.6624,2026-07-24T21:55:18,us,Google Play,1
7756e018-a42d-4e99-9b76-a571a98fe548,Francis Mccourt,1,,cannot get the printer to hookup with my WiFi,,2026-07-24T18:43:26,us,Google Play,0
ea2f25f1-3d21-4f30-a1f8-724da93de4e4,Yvette Guilbert,5,,Absolutely the best Yvette B Guilbert Hp PRINTER HP ENVY Insire 7258e series,26.2.0.6624,2026-07-24T17:30:33,us,Google Play,0
26001f83-c0ca-42bb-9431-13861e5fdac7,Kerry Boles,1,,why do I need 2 different apps to print. I downloaded the plug in and that forces you into hpsmart services.,26.2.0.6624,2026-07-24T17:23:51,us,Google Play,0
e2fc097a-1a20-494e-a243-5afec70cdc9f,Ben Osborn,1,,"Pointless app. Bought a brand new HP printer, after a half hour of installing, uninstalling, and re-installing, trying to connect to printer from both desktop and mobile, confirming wi-fi settings are correct, HP website tells me that my model of printer can't be installed with the app. So, ummm?",26.2.0.6624,2026-07-24T15:07:30,us,Google Play,0
53e841de-f2a5-496e-a934-6a6b7d99b59b,Rajesh Prajapati,4,,ok,,2026-07-24T14:09:19,us,Google Play,0
255460ba-dc8c-4b93-9c51-88ad48487ece,Emily Ong,2,,"I'm on the edge of crashing out, the wifi connection and the sign in. Whenever I plugged in my printer I make sure it's connected to the wifi, same goes to my phone. They're both connected but somehow the app says that it's not!? And I have to sign in everytime I open the app.. It's time consuming.",26.2.0.6624,2026-07-24T14:06:46,us,Google Play,0
7b63f7f9-0ecd-4e9e-b648-edf3ff2a5ce2,Sri Dharshan,1,,"waste app,it is not opening",26.2.0.6624,2026-07-24T11:41:14,us,Google Play,0
a1ff53a9-858c-485c-be8e-4328e5d87ee1,Zaban Picpic,5,,"Good application, tapi alangkah lebih baik lagi jika saat mengkoneksi lebih cepat dan aplikasi tidak sering log out sendiri",26.2.0.6624,2026-07-24T10:44:38,us,Google Play,0
4498dab3-9b2d-474e-849c-e310c6e8f01e,Ross Weaver,1,,scanner won't connect through desktop app,26.2.0.6624,2026-07-24T07:06:39,us,Google Play,0
838d529a-f479-4b96-a287-2b22fae23aa5,atiqa fadhilah,5,,the best,26.1.4.6508,2026-07-24T06:41:43,us,Google Play,0
f79748fa-b864-4a24-a7d0-3f76a2ef3a0d,Nithin Rathod,1,,connectivity problem all the time fix this problem,26.2.0.6624,2026-07-24T03:49:11,us,Google Play,0
645d31a9-6fde-4397-b2e6-a119cff307fc,Margo S,1,,Can someone fix it. It does not print via direct nor wifi. Worked for a short while and now again and again is hanging on SUBMITTING the printing. Reinstalled a few times.,26.2.0.6624,2026-07-24T02:42:48,us,Google Play,2
b0610b0f-2ba2-498d-9f64-82653d2c4402,Andrew Willson,1,,"its like install adware with print functionality, you will get bombarded by ""instant-ink"" ads or ""get a new printer"" ad, you'll get spam notifications from it, the app is slow and laggy, promts you to make an account to be able to use your printer or you dont get access to certain features and if those things are not annoying enough, dont worry because they also ask you like 50 times to use your data...Stay away from HP if you care about your privacy and your wallet",26.2.0.6624,2026-07-24T01:13:27,us,Google Play,1
b7be77a5-fa09-429f-8032-ff83b3d7ec53,Avila Angel6,4,,Good wireless functions,26.2.0.6624,2026-07-23T22:15:18,us,Google Play,0
1e99f0ec-8d64-4105-8d6d-4f6a08c3bfae,James Bandel,4,,it was harder than I thougjt,26.2.0.6624,2026-07-23T21:56:06,us,Google Play,0
72986d9f-6b50-40c5-95ae-33857f242d5d,Bryan Atienza,1,,Shut down the app also the developers should quit their works on here what a low class,,2026-07-23T21:55:03,us,Google Play,0
801a6e8f-ddbc-4eb8-8b9f-90ef6a7c46c6,Paulo,5,,A miracle that it worked. And no sign in required,26.2.0.6624,2026-07-23T21:45:34,us,Google Play,0
3360a15e-0e7d-46d2-bdb0-7f6fa1570f0a,George Fabian,1,,doesn't see new printer,26.2.0.6624,2026-07-23T19:02:05,us,Google Play,0
09016d08-3bc3-45a3-8da1-b291c362f357,Kitwana Robinson,5,,it was good quality 👌🏽,26.1.4.6508,2026-07-23T16:41:20,us,Google Play,0
2dc4312b-fa9a-48a9-b539-1609385ecd56,jorge almeida,5,,👍,26.2.0.6624,2026-07-23T16:11:09,us,Google Play,0
32383424-a8e8-49a9-84ea-11b5261b0f71,nur batrisyia,1,,please improve this app .. its very slow and take ages to install the driver,26.2.0.6624,2026-07-23T15:19:22,us,Google Play,0
fb8c7ed1-ec86-4ed3-943f-f37fd56ffc0b,Shahnawaz Shajahan,5,,good,26.2.0.6624,2026-07-23T14:25:25,us,Google Play,0
d0aeddc2-bd59-43eb-bec8-30a6bee131a0,Jordan Henderson,1,,awful app that freezes all the time,26.2.0.6624,2026-07-23T14:21:46,us,Google Play,0
49572abc-70c1-4abc-9e05-9ae2fccda2e5,Emma Pedroso,5,,Great thank you,26.2.0.6624,2026-07-23T13:29:27,us,Google Play,0
8576a946-251a-494a-b5f9-57a65b40bd32,Manju Devi,3,,it is too slowwwwww!,,2026-07-23T12:56:27,us,Google Play,0
c17a745d-5f32-4c7b-a9b2-604782ff7f8d,Rajpal Malhy,1,,to slow,26.2.0.6624,2026-07-23T07:09:07,us,Google Play,0
89924a40-9ed4-4168-981f-02ad26f52552,Purushottam Tiwari,3,,how to connect the device one video should to upload,26.2.0.6624,2026-07-23T05:23:36,us,Google Play,0
311a6171-abcc-46bc-8c3a-abedf414da35,Reena Devi,5,,excellent,26.2.0.6624,2026-07-23T04:39:19,us,Google Play,0
bed3b84a-bfd2-47e7-876d-3da56a6fc013,Sam Smith,1,,"the apps sucks. needs to login to print document from the app. when i try to login, they just say something went wrong. utter dissapointment. issue unresolved for so long.",26.2.0.6624,2026-07-23T04:22:37,us,Google Play,0
a9af7c31-43da-4227-b29f-7862ece08606,Janet Jackson,3,,"ok printer if you dont want anything professional but anything i print from my phone results in blurred text and mis alignment, spoke with support who told me to contact samsung and see if there is a missing update.....there is not",,2026-07-23T01:51:44,us,Google Play,0
45f2905c-fa97-4cac-8fed-06c4fe0bddc4,iliyas m,1,,no service,,2026-07-23T01:30:59,us,Google Play,0
bc9ac7f0-cce8-4752-9ada-f96074e4b072,Jim Bak,1,,says it's not compatible with Chromebook,26.2.0.6624,2026-07-22T20:32:37,us,Google Play,0
fe0999f4-b5df-4054-8aed-e89c42f2d77c,Dave Jackson,1,,Hp will install soon. Good luck !,26.2.0.6624,2026-07-22T19:11:41,us,Google Play,0
7696fbbe-ce92-412c-8343-43c50df12865,J.B. Murphy,2,,Instructions don't match with the screen text,26.1.4.6508,2026-07-22T18:13:44,us,Google Play,0
57730601-a0b5-493b-ac94-e7241b36ebdd,Vickie Humphrey,2,,cannot access using my phone,26.2.0.6624,2026-07-22T17:15:18,us,Google Play,0
e5e9f456-879e-4232-9819-093b7047e661,Bill Cason,1,,Confusing,,2026-07-22T14:27:12,us,Google Play,0
bd0d5118-8b5c-42a2-8580-d971979bfb96,anushree nayak,1,,"this new version is very bad, just doesn't open at all. every time I open it just says reconnect your printer or switch off the router and switch it on. get some help and correct your app",26.2.0.6624,2026-07-22T13:36:01,us,Google Play,0
fb3d2631-5bac-4b55-8cae-f7f0934256e7,Ranjan Sarangi,5,,good,26.2.0.6624,2026-07-22T11:27:25,us,Google Play,0
ed4b0482-d81f-4786-ba19-9afe09ecece4,Oluremi Kolawole,5,,Absolutely fantastic. Easy and clear prints,26.2.0.6624,2026-07-22T08:16:35,us,Google Play,0
9576d59a-fe39-4145-a4bf-3537517f9935,SenthilKarthi RG,5,,HP App to get pdf files using mobile camera is very useful and very good.,26.2.0.6624,2026-07-22T06:42:08,us,Google Play,0
787d3175-e08a-4cf6-8064-4dd1ddd8b2e5,Myra Gold,1,,so disappointed in your HP printer it is not compatible with all apple computers. I have had to jump hoops to be able to do anything AND STILL CAN'T. Found another way around from my phone but now it's playing and being a pain. You should make things easier.. I will never promote your printers.,26.2.0.6624,2026-07-22T04:10:37,us,Google Play,0
fca846ac-a04c-43c3-b014-2b56c4f69b17,Barbara Hill,1,,Terrible,18.0.0.5318,2026-07-22T04:04:04,us,Google Play,0
d5105f2e-05cf-4532-a767-e0a464047a04,Jeremy Spurlock,1,,sucks,20.2.0.6076,2026-07-22T02:47:57,us,Google Play,0
8808a73a-50da-4bb7-b981-52900154787b,Alex Rap,1,,"If I could give no Stars or even - Stars I would. For a pretty big company HP isn't pulling there weight and all the reviews are right. I can't even use this HP printer, it doesn't connect to WiFi at ALL! I DID successfully print a blank page once... Smh... HP for= Highly Problematic I can write and copy all my work by hand before this app gets working. Goodbye HP. Ps... Your laptops sale though, sort of.",,2026-07-21T23:15:29,us,Google Play,0
36e4f3c6-352b-460a-b8e1-531de55b88b1,Steve McKennon,5,,excebitable,,2026-07-21T22:50:39,us,Google Play,0
799b97ae-7db0-46c6-be7d-2c1e098f2eb6,Jan Lemons,1,,keeps sleeping,26.2.0.6624,2026-07-21T19:48:32,us,Google Play,0
b4cba726-7d2c-4fc7-b2d4-90b8593aa406,Sanjeewa hettiarachchi,5,,best printing app ever but. my Samsung s6 lite tab got 5min to open hp smart app please optimise your apps run all the mid range devices also,26.2.0.6624,2026-07-21T19:33:08,us,Google Play,0
56a45ba2-62af-40ba-bf5a-73e817c00c92,Gerry Kennedy,5,,"This app is so especially good. I would recommend this to anybody, with a HP printer 🖨",26.2.0.6624,2026-07-21T19:11:34,us,Google Play,0
de1c1ec4-45ad-4253-b185-952337307057,Sharon Cole,5,,Good App,26.2.0.6624,2026-07-21T17:54:38,us,Google Play,0
6ef7df68-fe19-498e-b339-18267c9224c5,David Smith,1,,"Pointless App. Mobile phone on my LAN, Printer on my LAN but you are pushed for an account. Printer is connected online but the app cannot detect it. Next day it works. Next day it doesn't work. Just avoid HP in future.",26.2.0.6624,2026-07-21T17:15:44,us,Google Play,0
57ba38ed-25a9-4609-8015-a8c2520db6e7,Jamon Blood,2,,frequently doesn't connect to the printer. the printer says it is connected but the app still doesn't work.,26.2.0.6624,2026-07-21T16:56:01,us,Google Play,0
090b8034-7052-404d-aad6-7040193b2689,Life Transition Services,1,,"can't connect to my devices or update printer IP address. No tech support, forces customers to buying new devices cuz HP stops providing driver updates and tech support after only a few years of ownership, printer goes to sleep without request, wants unlimited location access so uninstalling all HP apps that don't work.",26.2.0.6624,2026-07-21T16:24:42,us,Google Play,0
f514ab53-4668-409e-bb9a-aeac4cf6f079,Colin Caldwell,3,,always trying to redirect me to subscribe.... boo,26.2.0.6624,2026-07-21T14:38:17,us,Google Play,0
ca19c307-f6d5-484d-8462-df44b6e303fd,Michael Gallegos,1,,the printer services are horrible they dont work at all i dont want a subscription i just want to use the printer i paid for now my printer hardly works and im stuck making monthly payments im so sad. the need to make money this way from hardworking people is ridiculous,26.2.0.6624,2026-07-21T13:34:52,us,Google Play,0
