id,author,rating,title,content,version,date,country,platform,vote_count
14383201677,cantthinkofaname,5,Keeps getting better,"I’ve been using this app for years and it keeps getting easier to use, less cluttered and more useful. I don’t need it often but when I do, it’s usually important and this little dude always delivers.  You’re stopping me and asking me 1 million questions to join  this and that and verify this and that.  It just works so I buy HP.",26.2.0,2026-08-03T08:40:55-07:00,us,iOS App Store,0
14383130666,Sweetmoneygold,5,So helpful,It is so helpful and it helps me to printing easy,26.2.0,2026-08-03T08:20:59-07:00,us,iOS App Store,0
14382685090,ddssj,3,Hp,Lots of printing problems,26.2.0,2026-08-03T06:17:19-07:00,us,iOS App Store,0
14381276641,nanerz89,1,Print jam,I've only had this printer for 2 weeks and it's already jamming and not printing out my docs.,26.2.0,2026-08-02T21:25:15-07:00,us,iOS App Store,0
14381176489,Billyjoeswanson,1,printer,Not printing after subscription,26.2.0,2026-08-02T20:43:53-07:00,us,iOS App Store,0
14380879506,nick25001988,5,my printer won't connect to my computer,it sucks.,26.2.0,2026-08-02T18:49:42-07:00,us,iOS App Store,0
14380625041,⭐️ ⭐️ ⭐️ ⭐️ rating,4,Why this machine got a four star.,"I liked it, but I wanted it there to be color with the picture",26.2.0,2026-08-02T17:13:25-07:00,us,iOS App Store,0
14380226714,Lil' Lu Fo,5,Many functions.,I just love how this printer prints and the idea that I can scan and fax and or email documents. The fax component is amazing.,26.2.0,2026-08-02T14:37:02-07:00,us,iOS App Store,0
14380007586,AnonymousTX2,1,Fussy. Unreliable.,Fussy. Needs to restart all the time. If left unused all internet data needs to be re-entered. Very unhappy with this purchase.,26.2.0,2026-08-02T13:17:23-07:00,us,iOS App Store,0
14379854733,PacRya,3,"Good print quality, but setup permissions felt excessive","Setup worked, but it wasn’t very smooth. I had to redo some steps, and the app repeatedly pushed pop-ups asking for precise location access even though I declined and was still able to complete setup and connect the printer to Wi‑Fi. Printing itself has been good so far; the pages look sharp and clean, and I like being able to check toner levels in the app. What I didn’t like was being sent out to my web browser when attempting to print a quality check sheet, and then seeing a browser warning about a page that might be impersonating another site while I was going through settings. Overall, the printer works and print quality is nice, but the setup flow and permission prompts need improvement.",26.2.0,2026-08-02T12:25:11-07:00,us,iOS App Store,0
14379691579,Clowneeycat,5,Perfect Print,HP 5055 is an awesome printer . Easy to use from phone or computer,26.2.0,2026-08-02T11:31:21-07:00,us,iOS App Store,0
14379562212,🤦🏽‍♂️f,1,Print when it wants to,Not printing,26.2.0,2026-08-02T10:49:54-07:00,us,iOS App Store,0
14378812645,Mamamoewitpapalo,4,Just a thought…,Print options on the app are less than what are available on my actual printer. I would like have the same paper type selections when using the app.,26.2.0,2026-08-02T07:09:26-07:00,us,iOS App Store,0
14377994079,Kingrichonline,5,Love it,Works like a charm,26.2.0,2026-08-02T02:29:33-07:00,us,iOS App Store,0
14377802505,SuperStarTomCruise,1,Half the print gone,The worst printing exp ever,26.2.0,2026-08-02T01:12:22-07:00,us,iOS App Store,0
14376304320,The Gambling Queen,5,Eazy Peezy,Slick!  So happy I chose this HP printer.,26.2.0,2026-08-01T15:08:15-07:00,us,iOS App Store,0
14376051502,Kendall number 1 fan,1,Do not get this printer,There are a lot of things that I would do differently on the app. But first off I wouldn’t get this printer. I spent a lot of money for a printer that only worked once. Do not talk to the AI person either because obviously it doesn’t work.,26.2.0,2026-08-01T13:32:42-07:00,us,iOS App Store,0
14375222296,lizbeth7707,1,Broke,Printer broke in less than 6 months and was only used a handful of times,26.2.0,2026-08-01T09:02:56-07:00,us,iOS App Store,0
14375090671,HighPrices123,1,Predatory Company,The app works horribly but it’s par for the course with this company with their horrible instant ink subscriptions and subpar printers,26.2.0,2026-08-01T08:25:15-07:00,us,iOS App Store,0
14373175610,YeahBrother,5,Printer,W,26.2.0,2026-07-31T21:02:52-07:00,us,iOS App Store,0
14372934559,Zero__stars,1,Horrible,Not useable,26.2.0,2026-07-31T19:30:10-07:00,us,iOS App Store,0
14372730641,pastorspanky,5,Online Mobile Scan,Love the convenience of HP App with Bluetooth,26.2.0,2026-07-31T18:15:13-07:00,us,iOS App Store,0
14372476331,KayyBirddXO,5,So perfect,"This app is so convenient, easy to use & allows me to print anything & everything without the hassle or confusion.",26.2.0,2026-07-31T16:38:45-07:00,us,iOS App Store,0
14372377354,pineapples70,5,Love it,Great,26.2.0,2026-07-31T16:00:10-07:00,us,iOS App Store,0
14372366772,SamSam4001,5,Wow. Just wow.,The HP OfficeJet 250 Mobile is worth every penny for the ease of set up and use. It is so intuitive. The app and the printer itself are easy to understand and straight forward. Never going back to the other brands.  No tears were shed this time around (except happy ones).,26.2.0,2026-07-31T15:56:01-07:00,us,iOS App Store,0
14372237174,reseller805,1,Worst printer ever,Extortion printer you don’t actually own.,26.2.0,2026-07-31T15:06:11-07:00,us,iOS App Store,0
14372077082,Deisy57,5,Great app,"At first the printing straight from photo app wouldn’t work until he downloaded hp, it worked great! Highly recommended!",26.2.0,2026-07-31T14:06:14-07:00,us,iOS App Store,0
14371971877,_JoeJo_,5,Happy Customer,Always an amazing product. 😁❤️,26.2.0,2026-07-31T13:28:18-07:00,us,iOS App Store,0
14371736576,Debbu15726,5,BEST APP FOR PRINTING AND HOUSEHOLD WORK,I just click one button from 40 feet away and boom. Its printed,26.2.0,2026-07-31T12:06:25-07:00,us,iOS App Store,0
14371456493,Diaz jr,5,Práctica y útil,Súper fácil de usar y muy practica para escanear documentos,26.2.0,2026-07-31T10:35:19-07:00,us,iOS App Store,0
14371245578,Fourty-Fine,5,Very Satisfied,This set up was the BEST!!,26.2.0,2026-07-31T09:31:01-07:00,us,iOS App Store,0
14371070921,Patient for years,1,DO NOT BUY,"Today it won’t print directly from my computer—but the app worked.  Yesterday—it worked fine from my computer.  Last month—wouldn’t print at all and needed tech support assistance. If you like your printer to be completely unreliable, then this is a must buy.",26.2.0,2026-07-31T08:40:26-07:00,us,iOS App Store,0
14371062803,LuciaP123,1,Don’t buy this,This printer and app is HORRIBLE to work with,26.2.0,2026-07-31T08:38:06-07:00,us,iOS App Store,0
14370863875,Heysang,1,Not Great,Never prints the first time. Continuous print error but the app shows nothing.,26.2.0,2026-07-31T07:42:38-07:00,us,iOS App Store,0
14369788331,alwaystry,4,Great multi functional printer scanner,This HP is the greatest. We use it almost daily. Living in Spain every document is printed signed and scanned. We can use the printer for the scanner or the app. The price was fantastic.,26.2.0,2026-07-31T01:54:55-07:00,us,iOS App Store,0
14369239728,Angie8747,1,Horrible,Horrible paper gets jammed won’t print anything,26.2.0,2026-07-30T22:08:06-07:00,us,iOS App Store,0
14369092790,Treuben144,5,Hp smart tank 7602 series,I’m in love,26.2.0,2026-07-30T21:07:10-07:00,us,iOS App Store,0
14368667552,Worthless HP Printer,1,Worthless Printer,"Constant issues trying to print. The printer keeps disconnecting from my device, forcing me to restart everything and search online for troubleshooting steps. Simple jobs turn into 30+ minute headaches, and I’ve had to Google fixes repeatedly just to print two documents. The app should make this easier, not harder. Until the connection stability and reliability are fixed, I can’t recommend this to anyone who needs to print regularly.",26.2.0,2026-07-30T18:25:02-07:00,us,iOS App Store,0
14368528593,Jenniferleona,5,Love HP!!!!!,I have had HP for a couple years now. And I love it!! If I have a question/problem..it is addressed immediately... I also love having my ink delivered at such a low cost!! I never run out of ink!! For a woman who isn't rich but needs printining HP is awesome!!,26.2.0,2026-07-30T17:32:40-07:00,us,iOS App Store,0
14368485928,kouri G,1,Very difficult to use,What is this,26.2.0,2026-07-30T17:16:23-07:00,us,iOS App Store,0
14368410545,Queen Arlinne,1,Color black,The ink with color black in not working left pictures and copies white,26.2.0,2026-07-30T16:47:21-07:00,us,iOS App Store,0
14368287905,Vicchrismur,2,Dependability,"None. It works when it wants to. When it works, it is great.",26.2.0,2026-07-30T15:59:19-07:00,us,iOS App Store,0
14367621695,Southerngirl30,4,Pictures,Sometimes they come out streaked,26.2.0,2026-07-30T11:58:10-07:00,us,iOS App Store,0
14367502986,Does not have ine,5,Samira Nottoli,I love my HP printer there is not a better printer I love hp products!,26.2.0,2026-07-30T11:19:14-07:00,us,iOS App Store,0
14367267922,SonsCob,1,Terrible Printer,"This printer is extremely difficult to set-up and took a long time. Once we were able to set it up, it wouldn’t print from my phone. I have to download a document and then go to the printer app for it to print. This is extremely frustrating.",26.2.0,2026-07-30T10:05:16-07:00,us,iOS App Store,0
14366916275,gayle.geiger,1,Hard,Too hard to connect,26.2.0,2026-07-30T08:22:25-07:00,us,iOS App Store,0
14366788186,Tashaymy,5,Not working,This app does not work and I keep having to redownload it,26.2.0,2026-07-30T07:46:15-07:00,us,iOS App Store,0
14366530017,Loak 2,5,Printing,Very nnnnooooiiiiiccccce,26.2.0,2026-07-30T06:33:57-07:00,us,iOS App Store,0
14366437192,luvcrabbie,1,Hate it,Stupid,26.2.0,2026-07-30T06:06:53-07:00,us,iOS App Store,0
14366225381,Aleyahjimerson,3,Wireless connectivity,It took me a few times to get my printer connected the process just takes a while and i had to donit twice because my printer wouldn’t stay connected to my mobile device,26.2.0,2026-07-30T05:01:35-07:00,us,iOS App Store,0
14366079547,Duane16,5,Smart Tank 5000,This thing works great,26.2.0,2026-07-30T04:12:48-07:00,us,iOS App Store,0
14365384439,nino#1234,1,No scanning software with new printer !!!!,Horrible,26.2.0,2026-07-29T23:38:08-07:00,us,iOS App Store,0
14364472953,Llewsac,5,Works great,HP is great to use and simple,26.2.0,2026-07-29T17:36:13-07:00,us,iOS App Store,0
14364197745,losr soul,4,Scan,Works great,26.2.0,2026-07-29T15:48:20-07:00,us,iOS App Store,0
14363550956,Chadd Lee G,4,Printer Perfection … overkill,"I have used HP laptop and HP products my entire career in college and while self-employed and while in college again. HP has got what it takes, but I must say this recent printer I got is a great printer, but the online support is as if too many things are trying to happen wonderful at the same time and I just get a lot of confused feelings these days from HP. Very understandable. But I’ll tell you I’m looking for the company where money is not it’s God, where God is God, and where people are highly valued above robots. Can I get a Amen? I know we’re living in an age where it is the synergy of the ages coming together all at once and jobs are highly competitive right now. But if something ain’t broke brilliant ones at, why fix it or tweak it til star looses it luster. Our eyes are dim anyway in this generation. Just because AI is on the scene does not mean we even have to bow down, compete, or integrate it. For companies give up the the authority of their domain to an entity I like to call ha Satan. Not letting anyone steal your crown certainly worth the effort. There is whole lot of the people in this world that admire companies that don’t go AI. Have you even considered that? Take a survey… see what you are and don’t hire that regular company hire a Christian company to do your survey. Yep I said it. And I’ll say Jesus Jesus Jesus also. Have a blessed encounter I do pray. And remember GodHimself by faith… not by the deducing of our intellect set in a framed mind set of not knowing. Go among them that know and listen .. for His Holy Spirit be upon them! Shssh",26.2.0,2026-07-29T11:53:38-07:00,us,iOS App Store,0
14363523312,🤟🏽🐵🙉🙈🤟🏽,1,Not working,Properly,26.2.0,2026-07-29T11:44:25-07:00,us,iOS App Store,0
14363065660,Ulsula,5,Great,I love it this printer and application,26.2.0,2026-07-29T09:20:59-07:00,us,iOS App Store,0
14360912955,VonJuan,1,Devil Games,"HP charges me every month and I still can’t use my printer. There’s ALWAYS an issue with connectivity, general functions, and printing capabilities. And if you stop paying, you can’t use it at all! It’s so frustrating!",26.2.0,2026-07-28T20:35:14-07:00,us,iOS App Store,0
14360884952,Sue PT,1,Can no longer scan from app,Update no longer allows you to scan from printer to phone. This was my favorite feature,26.2.0,2026-07-28T20:24:10-07:00,us,iOS App Store,0
14360569123,kchall96,2,Too many hoops to jump through,"I prefer easy, low tech ways to order ink and being able to print as many pages as I want.",26.2.0,2026-07-28T18:25:41-07:00,us,iOS App Store,0
14359736793,Printer and app are bad,1,This app sucks,I never wanted a relationship with my printer. This app helps troubleshooting 0% of the time and just tries to constantly sell you printer ink. I hate it and I only use it because I have to.,26.2.0,2026-07-28T13:12:45-07:00,us,iOS App Store,0
14359522618,Yin05mayi,4,Problemas,"La app es lenta, muchas veces no abre, y se USA Desde Una pc se queer cargo do y cargando y nunca se abre",26.2.0,2026-07-28T12:00:20-07:00,us,iOS App Store,0
14359489597,fukuagen,2,Printer is better than the company,"App and printer are fine or whatever, but HP as a company leaves a lot to be desired. Anticompetitive-Monopolistic printer ink practices, predatory subscription practices, and deceptive pricing. Tip of the iceberg of just suits they’ve settled on. 

I think it’s worth mentioning a company’s business practices when reviewing their products and services. I only have an hp cuz the basic Envy one was cheap and accessible when I needed it, not cuz I want an hp. My next printer will be a more thoughtful purchase :)",26.2.0,2026-07-28T11:49:29-07:00,us,iOS App Store,0
14359093721,Tripleigh,1,Why?,Why do I need an account to setup? Why error message after error message? Not user friendly at all? Way too long for what should be a simple process. Had to remove and add printer several times. Tray is full of paper and error message says tray empty…. Losses connection with WiFi… keeps printing me to create account… finally printed a blank sheet… I know full… STUPID,26.2.0,2026-07-28T09:44:56-07:00,us,iOS App Store,0
14359052299,~Ꭿngel,5,Hp,I absolutely love Having Hp instant ink!! And the customer service is amazing⭐️⭐️⭐️⭐️⭐️,26.2.0,2026-07-28T09:32:30-07:00,us,iOS App Store,0
14359020441,Hnskibbsn,2,Why Wouldn’t You Make a Collage Option??,"We use this primarily as a photo printer, and it prints good pictures, but the options are very limited.  Apparently, HP just wants you to spend a stupid amount of money on every individual size of photo paper, instead of just letting you make a collage on a Letter Size piece of photo paper and then you can cut the paper.  From what I’ve found online, this used to be a feature, but HP removed it in recent updates?  Either way, the app could be better than it currently is….",26.2.0,2026-07-28T09:23:04-07:00,us,iOS App Store,0
14358768976,ShaydeeShay,1,Garbage.,"Hardly works for anything. Biggest piece of trash I’ve ever downloaded. And you need it to work the printer. So, I have a useless app and printer now.",26.2.0,2026-07-28T08:11:10-07:00,us,iOS App Store,0
14358220922,perfecttiming50,1,POS,This app is horrible! There should be no difficulty with scanning a simple piece of paper. There should be a button right on the printer but no I have to rely on a terrible app that won’t show the scan button.,26.2.0,2026-07-28T05:33:45-07:00,us,iOS App Store,0
14358181820,atradeeso,5,Great app,The best app easy to use and very reliable,26.2.0,2026-07-28T05:21:39-07:00,us,iOS App Store,0
14357850952,Jonny rock71,1,Instant ink printer. Horrible choice.,I bought my HP instant ink printer a couple months ago and I only use it a few times because I couldn’t use it. I couldn’t get the thing to work and I was continually build for ink that I never used. I think this is a tragedy. I really don’t recommend buying this printer at all because it doesn’t print great. And you get ripped off for the ink that you don’t use.,26.2.0,2026-07-28T03:29:22-07:00,us,iOS App Store,0
14357667954,tt020192,2,Ok printer,Printer has a mind of its own .. works when it wants too ..,26.2.0,2026-07-28T02:18:42-07:00,us,iOS App Store,0
14356938458,JONZIWIFEY,1,Horrible Printer,This printer is horrible. I keep trying to print in black & white and it’s doing all colored and only in the color dark blue & light blue. Even when I do my resume it’s coming out in blue. It’s very frustrating. Who can help me?,26.2.0,2026-07-27T21:14:17-07:00,us,iOS App Store,0
14356856674,C&Re2002,5,HP makes it so easy,"No matter what I have done since I received my new printer, it has been done with ease, and I have no complaints whatsoever. I just sent my first fax, received my confirmation, and printed it out.  I am very pleased with this printer.",26.2.0,2026-07-27T20:41:09-07:00,us,iOS App Store,0
14356603954,Aarun8,5,Great app and super easy to use,App is very easy to use and implement. User interface is simple and gives a great visual of everything and all of your options,26.2.0,2026-07-27T19:04:43-07:00,us,iOS App Store,0
14356377587,Shane Angove,1,Overly complicated,"They tried to save $2 by not including a USB port and you have to have your phone and app with you. The app is a bit clunky, slow, and counterintuitive.  Just give us our older HP scanner/printer back.",26.2.0,2026-07-27T17:41:03-07:00,us,iOS App Store,0
14356168290,labubu yara yara phonk,5,Cool,Cool,26.2.0,2026-07-27T16:20:19-07:00,us,iOS App Store,0
14356006460,Jessie72Tootsie,1,Website/instant ink,Terrible website and customer service,26.2.0,2026-07-27T15:17:15-07:00,us,iOS App Store,0
14355705407,Salongirl615,5,One place,Best EVER!,26.2.0,2026-07-27T13:27:04-07:00,us,iOS App Store,0
14355679695,Adamartinez,5,Ada,Bueno,26.2.0,2026-07-27T13:18:08-07:00,us,iOS App Store,0
14355270389,Rosalinda Z,3,Size options,I don’t like how confusing it is,26.2.0,2026-07-27T11:03:13-07:00,us,iOS App Store,0
14354885834,Eagle@eye,2,Removed printer scan ability in app,Why did you remove the printer scan ability in the app? Now the only option is to scan the docs with your phone. I don’t think they come out as well.,26.2.0,2026-07-27T09:06:43-07:00,us,iOS App Store,0
14354864008,Half Fried,1,App sucks,App sucks,26.2.0,2026-07-27T09:00:20-07:00,us,iOS App Store,0
14354717935,Print 2,5,Best printer,I enjoy the printer very much. It is very reliable and easy to set up and use remotely. Great quality.,26.2.0,2026-07-27T08:18:49-07:00,us,iOS App Store,0
14354670655,B3NJA11,1,Sucks!,This is a trash app and printer only works when it wants absolutely trash,26.2.0,2026-07-27T08:05:29-07:00,us,iOS App Store,0
14354429808,lauraboara,5,Easy Peasy,"I love how easy it is to connect a new printer as well as to reconnect a printer after moving it around or getting disconnected for whatever reason. I also really love the print feature on the main screen where I can just very easy peasy get into my documents and my photos to get them printed and I have all of the options on here that I would on desktop, very nice~ millennial stamp of approval ❤️",26.2.0,2026-07-27T06:58:05-07:00,us,iOS App Store,0
14354143052,Fans with Brains,1,100% Hate,"I honestly hate this app and this system of printing with everything in me. More often than not, it takes me 15 minutes minimum from various devices to figure out how to get what I want to print to print correctly. The ink ain’t cheap, so between wasted time, wasted ink, and wasted paper, my abysmal loathing of this is well more than substantiated.",26.2.0,2026-07-27T05:33:15-07:00,us,iOS App Store,0
14353626609,LunchBox1133,1,Never HP,Never buy these trash printer,26.2.0,2026-07-27T02:30:07-07:00,us,iOS App Store,0
14353116966,ShannonLasa,5,Works Perfectly,Simple to install and easy to use!,26.2.0,2026-07-26T22:55:30-07:00,us,iOS App Store,0
14352336029,c.moff,1,Error ridden app,"If you want an app that will give you nothing but error messages, this is the one! 

However, if you’re trying to connect a printer, this definitely ain’t it. Just use your laptop and save yourself a headache.",26.2.0,2026-07-26T17:41:39-07:00,us,iOS App Store,0
14352272459,app to printer,1,bluetooth connection,printer takes too long to print,26.2.0,2026-07-26T17:16:28-07:00,us,iOS App Store,0
14352176112,SassyB049999,1,Wireless Printing,Why are you makings things more difficult then necessary? Wireless printing all of the sudden absolutely blows. The app only wants to sell ink subscriptions and is terrible now.,26.2.0,2026-07-26T16:37:01-07:00,us,iOS App Store,0
14351291965,Tfcs88,5,Very good printer!,My printer is a little old by still work great for my needs.,26.2.0,2026-07-26T11:11:12-07:00,us,iOS App Store,0
14350769000,Forrest714,5,HP Envy 6155e,Excelllent printer!!,26.2.0,2026-07-26T08:30:31-07:00,us,iOS App Store,0
14347783104,Beauty and Raven,5,My purple HP printer DeskJet 2842E,I love my printer. I love the HP app helps me print papers with an ease.,26.2.0,2026-07-25T13:34:11-07:00,us,iOS App Store,0
14347549056,coach3205,5,HP The Best,I love my added features being able to add my printer to my phone.,26.2.0,2026-07-25T12:08:07-07:00,us,iOS App Store,0
14347486526,Donovan B Nimble,1,Sucks terribly,"Do not buy, the worst printer I ever owned. Do not buy this pos!",26.2.0,2026-07-25T11:46:21-07:00,us,iOS App Store,0
14347252515,R Utica,5,Quality,Amazing !!!,26.2.0,2026-07-25T10:27:52-07:00,us,iOS App Store,0
14344936716,$SHULZ I,5,iPhone15 to HP3630,"Go to 123.hp.com/dj3630 and get instructions from there, so great to be able to print directly from the iPhone - excellent instructions!",26.2.0,2026-07-24T20:38:07-07:00,us,iOS App Store,0
14344301750,Belleza del Alma,5,The best,This is the best service I ever received,26.2.0,2026-07-24T16:29:47-07:00,us,iOS App Store,0
14344208615,Randy's T- Tunes,1,Always a Fight,"Every time I try to use the scanner on my 7900 series it is never easy. I follow the steps and the printer is not connected, although it previously was, so it will not scan. It shouldn’t be this hard to do something so simple.",26.2.0,2026-07-24T15:52:16-07:00,us,iOS App Store,0
14343676030,234erdarkw,1,Difficulties getting it to print,Not at all straight forward.,26.2.0,2026-07-24T12:31:07-07:00,us,iOS App Store,0
14343636085,Enyo299,2,Usable but barely,"While this app does have some functionality, it reverts and isn’t accessible on terminals when needed.",26.2.0,2026-07-24T12:17:03-07:00,us,iOS App Store,0
14343434876,malexmendez,2,Functional App When it actually loads,The HP app has solid features and functionality. The biggest issue is the latency in the app loading on a mobile device. I have an iPhone 16e with all the latest updates.,26.2.0,2026-07-24T11:08:29-07:00,us,iOS App Store,0
14343392943,Psychobillycadillac77,1,Useless,"I don’t use this app because it’s always showing my printer is offline, yet I’m able to print freely without any problems. Also, it shows I’m connected on my pc, the display on the printer, and my wifi shows it’s connected. Deleted and reinstalled app, but still shows not connected. Useless app.",26.2.0,2026-07-24T10:54:49-07:00,us,iOS App Store,0
14343153082,Jucrzymm,3,???,Why do I have to set up printer every time I try to send a fax and it takes forever,26.2.0,2026-07-24T09:39:30-07:00,us,iOS App Store,0
14343062216,what isnt taken ?,5,Sending,Clear pictures,26.2.0,2026-07-24T09:12:24-07:00,us,iOS App Store,0
